"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2012","2012",14.156,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2013","2013",14.245,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2014","2014",14.74,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2015","2015",15.415,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2016","2016",15.266,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2017","2017",15.427,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2018","2018",15.935,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",16.3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2012","2012",5.26,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2013","2013",5.626,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2014","2014",5.167,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2015","2015",5.212,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2016","2016",5.193,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2017","2017",5.744,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2018","2018",5.881,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",5.829,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2012","2012",52.585,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2013","2013",52.85,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2014","2014",53.085,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2015","2015",52.925,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2016","2016",52.678,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2017","2017",52.55,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2018","2018",52.348,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",52.225,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2012","2012",13.148,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2013","2013",12.613,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2014","2014",12.202,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2015","2015",11.845,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2016","2016",11.124,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2017","2017",10.12,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2018","2018",9.594,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",9.226,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2012","2012",18.338,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2013","2013",17.823,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2014","2014",18.297,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2015","2015",18.854,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2016","2016",18.331,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2017","2017",18.407,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2018","2018",18.193,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",17.563,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2012","2012",3.267,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2013","2013",3.217,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2014","2014",3.293,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2015","2015",2.773,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2016","2016",2.979,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2017","2017",2.882,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2018","2018",3.115,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",3.261,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2012","2012",14.944,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2013","2013",15.304,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2014","2014",15.753,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2015","2015",15.839,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2016","2016",16.176,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2017","2017",15.82,,
